"user_id","game_name","payment_month","revenue","language","has_older_device_model","age","engagement_month","churn_month","last_month","user_status","lifetime_in_month"
"7Em69vKH6zh6HgArCzG0+w==","game 3","2022-12-01 00:00:00+00","72.18","ru","",17,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"F9Jtg6+0qPUKWDgBJxG8cA==","game 3","2022-04-01 00:00:00+00","48.45","ru","",18,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"xnLJlU804PSS9tXKmm7gZQ==","game 3","2022-09-01 00:00:00+00","32.70","ru",1,21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"4pssft0TgDfiQexjbe25lw==","game 3","2022-11-01 00:00:00+00","37.80","ru","",26,"2022-06-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","6"
"2KL9Q4TKLCcD4cngwhx6Dg==","game 3","2022-10-01 00:00:00+00","56.04","ru","",18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"HWpnvfSvYzUsQCcCKhetIg==","game 3","2022-11-01 00:00:00+00","73.20","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"06RPvlsFPCmM9ag+iSM/Ag==","game 3","2022-10-01 00:00:00+00","25.74","ru","",34,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"zPcHw1fZkSGh7nJeVe2QYw==","game 3","2022-12-01 00:00:00+00","39.66","ru",1,14,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"xSi5UajdkNHXppWOTm6g8w==","game 3","2022-07-01 00:00:00+00","39.21","uk","",20,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"fuL+cD0zV6Gn4ypTYmXUgw==","game 3","2022-11-01 00:00:00+00","85.32","uk","",16,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"VTaIkhD9hJKcnvA6Kw5p9g==","game 3","2022-09-01 00:00:00+00","28.32","ru","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ytNOQh7e6qNGQNC0T3RBxw==","game 3","2022-12-01 00:00:00+00","16.47","ru",1,26,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"eCd4MBHIR4qUWapg05TFLQ==","game 3","2022-08-01 00:00:00+00","40.14","ru","",18,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"zSepnWFgLH0tQb1s4mxKZQ==","game 3","2022-09-01 00:00:00+00","39.87","uk","",24,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"Wi8qtp9drPDZD0laCPi2Ng==","game 3","2022-09-01 00:00:00+00","26.64","uk","",26,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"RUjQVs2C+H0ejG0h7x1f5A==","game 3","2022-08-01 00:00:00+00","59.88","uk","",22,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"zmZPan/KZoyrIR2r/SvLdA==","game 3","2022-11-01 00:00:00+00","130.02","ru","",15,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"xU11jJIA4UIYu7pmqJ4kvg==","game 3","2022-12-01 00:00:00+00","18.3","uk","",25,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"ZgTMXDOYCQOiAw4VI8H7AA==","game 3","2022-12-01 00:00:00+00","12.21","uk","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"pz7LUOs9i7xgncmHVxQvOw==","game 3","2022-07-01 00:00:00+00","52.77","ru","",24,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"Vtl1tAkN8ajIRaOwKulKyQ==","game 3","2022-11-01 00:00:00+00","21.9","uk","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"YC2fZQTQXV2UR1/WHDrVqw==","game 3","2022-11-01 00:00:00+00","113.22","uk","",14,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"+osJakLn8jv4bzFmPieelw==","game 3","2022-08-01 00:00:00+00","13.29","uk","",30,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"Z7/6qvk8WKH3uR6IMYlCxw==","game 3","2022-07-01 00:00:00+00","25.20","uk","",30,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"MRcEXu/KG95hsIyJM/816A==","game 3","2022-10-01 00:00:00+00","32.10","uk","",32,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"ZxxZ87IcpgSh4lQ/VSIjnA==","game 3","2022-11-01 00:00:00+00","63.21","uk","",22,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"o55dseByUOl9s5IQCz1kuQ==","game 3","2022-03-01 00:00:00+00","23.16","uk","",22,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"4EiWC2ewiX2A7i9NuBAefQ==","game 3","2022-10-01 00:00:00+00","57.39","uk",1,18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"fvYhEtD56gROaXqCi9/z/Q==","game 3","2022-12-01 00:00:00+00","131.10","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-09-01 00:00:00+00","71.82","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-07-01 00:00:00+00","100.83","uk","",21,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"MRcEXu/KG95hsIyJM/816A==","game 3","2022-05-01 00:00:00+00","37.98","uk","",32,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"wRHnn4opzbqIBjFFNpBJtw==","game 3","2022-11-01 00:00:00+00","30.48","uk","",29,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","5"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-12-01 00:00:00+00","15.99","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"wDXJbTe2RLmAMKsPm5zZDg==","game 3","2022-07-01 00:00:00+00","76.92","ru","",17,"2022-05-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"zSepnWFgLH0tQb1s4mxKZQ==","game 3","2022-12-01 00:00:00+00","39.51","uk","",24,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"2be8IOVjt9pzDDEVqZwIKQ==","game 3","2022-10-01 00:00:00+00","27.0","ru","",25,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"BLnx9pj0y+SVkckLR/01qw==","game 3","2022-11-01 00:00:00+00","43.92","uk","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"ztW05pPmN1YloSEDlJoJ3g==","game 3","2022-12-01 00:00:00+00","32.94","uk","",20,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"G9053rs6jbKItKUhrUdLew==","game 3","2022-09-01 00:00:00+00","64.95","uk","",27,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"fDgyPW0yy0+9ietMvl0vmA==","game 3","2022-07-01 00:00:00+00","32.94","ru","",18,"2022-06-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"G9053rs6jbKItKUhrUdLew==","game 3","2022-11-01 00:00:00+00","103.92","uk","",27,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"IdKyooyTjAbvCA7p+ujKCw==","game 3","2022-06-01 00:00:00+00","103.14","uk","",19,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"eLWkkjmSeHVGjb9tp+CJpQ==","game 3","2022-09-01 00:00:00+00","31.29","uk","",19,"2022-07-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"ZU1vF9G4TjB+iEZ001MU3g==","game 3","2022-10-01 00:00:00+00","16.11","ru","",29,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"C6w5XTf8lIfc+VFmC7/bVw==","game 3","2022-07-01 00:00:00+00","14.25","uk","",40,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"787jk0VnxM8/sv/0TkvO6A==","game 3","2022-10-01 00:00:00+00","34.92","uk","",20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"4EiWC2ewiX2A7i9NuBAefQ==","game 3","2022-11-01 00:00:00+00","29.79","uk",1,18,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"qEF/fPDQLJPXIx6RiSIP1A==","game 3","2022-05-01 00:00:00+00","21.84","uk","",20,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-04-01 00:00:00+00","50.16","ru","",23,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","9"
"0afix9qVNfU3GJY1n0QGkw==","game 3","2022-10-01 00:00:00+00","13.23","uk","",25,"2022-09-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","2"
"qqYyR2vRI+7pgiuyTnVM+A==","game 3","2022-05-01 00:00:00+00","40.17","ru","",19,"2022-05-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"gPRMy8HkmaiyX+13OxuP/A==","game 3","2022-11-01 00:00:00+00","29.34","ru","",21,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","8"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-11-01 00:00:00+00","41.04","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","5"
"Q6BQCpZ1b6I15evvHZ6xYA==","game 3","2022-10-01 00:00:00+00","27.18","uk","",17,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"S+4OKFlwA3L8VcjOt8TurA==","game 3","2022-07-01 00:00:00+00","19.98","uk","",29,"2022-05-01 00:00:00+00","2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"iFFApiXZ2wPdS666BLpKZw==","game 3","2022-04-01 00:00:00+00","49.92","uk","",18,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"4b7l8C489HEJirtoe7xtFg==","game 3","2022-09-01 00:00:00+00","18.24","uk",1,20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"xiXTXOEbWU+HnGOUmgc9/w==","game 3","2022-08-01 00:00:00+00","13.47","uk","",20,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","churn","6"
"tBFTAZra3r5TkHhDubnYyg==","game 3","2022-12-01 00:00:00+00","16.83","uk","",19,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"q+yzIb2a/avnS9k89SDQVw==","game 3","2022-08-01 00:00:00+00","25.83","uk",1,19,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"nklUUkirU5GYU5ZtNOgx8w==","game 3","2022-10-01 00:00:00+00","30.57","ru",1,20,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"zSepnWFgLH0tQb1s4mxKZQ==","game 3","2022-04-01 00:00:00+00","71.52","uk","",24,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"nNZDz4XCOjUv0OfYF+AAGg==","game 3","2022-09-01 00:00:00+00","40.38","uk","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"i0Pv5hwwYBxiPeCQ/AmnxQ==","game 3","2022-12-01 00:00:00+00","62.61","ru","",17,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"RoTHCVmIeMQXudXxn3ykNw==","game 3","2022-08-01 00:00:00+00","43.62","uk","",21,"2022-08-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"W6fRYNhsTNHQkvkoFEUaVQ==","game 3","2022-10-01 00:00:00+00","36.03","uk","",16,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"54ouP7lBhVCeV8ftS1Oj4Q==","game 3","2022-11-01 00:00:00+00","29.22","ru","",21,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"SwiAKdzn0b+A4XegM5x0Hw==","game 3","2022-11-01 00:00:00+00","17.16","uk","",16,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"1tIsLi6U0zW1RIuaViNanA==","game 3","2022-10-01 00:00:00+00","29.25","uk","",20,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"v9uJC6CIm0KR00+LpWQUBg==","game 3","2022-10-01 00:00:00+00","34.62","uk","",18,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"orbgZNBGuhZZx63HTAbyIw==","game 3","2022-05-01 00:00:00+00","155.97","uk","",25,"2022-04-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"mzGpnrpyuOB+qfwTJ0XliQ==","game 3","2022-12-01 00:00:00+00","25.74","ru","",16,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"HxWcXHURvvtOJkrXAcDxQg==","game 3","2022-04-01 00:00:00+00","82.53","uk","",15,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"H2Tik+BqoLgAQX4uSw/8vA==","game 3","2022-05-01 00:00:00+00","12.09","uk","",30,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-09-01 00:00:00+00","35.61","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"o55dseByUOl9s5IQCz1kuQ==","game 3","2022-05-01 00:00:00+00","16.44","uk","",22,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"ojVPXYZw2oeGtcmG7LcLGA==","game 3","2022-08-01 00:00:00+00","58.02","en","",20,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"dVTYjVpXbOM/sOgCq4CV0g==","game 3","2022-08-01 00:00:00+00","41.31","uk","",25,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"VTaIkhD9hJKcnvA6Kw5p9g==","game 3","2022-12-01 00:00:00+00","76.80","ru","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-12-01 00:00:00+00","13.5","uk","",29,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"dSGXNzIxO3joRVr1Eem+WQ==","game 3","2022-09-01 00:00:00+00","15.72","uk","",29,"2022-09-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"Jp0hnV9XOJGVV5jpFhlqgQ==","game 3","2022-05-01 00:00:00+00","18.06","uk","",25,"2022-03-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"eLWkkjmSeHVGjb9tp+CJpQ==","game 3","2022-08-01 00:00:00+00","61.95","uk","",19,"2022-07-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"v9uJC6CIm0KR00+LpWQUBg==","game 3","2022-11-01 00:00:00+00","72.27","uk","",18,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"0A5RkQrm+GBgG7KSFk/xhw==","game 3","2022-10-01 00:00:00+00","35.73","uk","",31,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"787jk0VnxM8/sv/0TkvO6A==","game 3","2022-11-01 00:00:00+00","33.30","uk","",20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-05-01 00:00:00+00","12.93","uk","",29,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-12-01 00:00:00+00","14.34","uk","",34,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"7L4SKPGMd33lnSOq6PWyYg==","game 3","2022-12-01 00:00:00+00","70.14","uk","",30,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"qEF/fPDQLJPXIx6RiSIP1A==","game 3","2022-10-01 00:00:00+00","17.67","uk","",20,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-05-01 00:00:00+00","66.57","ru","",24,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-10-01 00:00:00+00","36.63","ru","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"ORSvkhCut21rsk0cVtJfJA==","game 3","2022-11-01 00:00:00+00","35.31","uk","",21,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"VzxrkGURuahRUx/43mjAFQ==","game 3","2022-08-01 00:00:00+00","39.48","uk","",37,"2022-07-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"v9uJC6CIm0KR00+LpWQUBg==","game 3","2022-06-01 00:00:00+00","30.87","uk","",18,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"3Whh6FLR1MSfsuHKVdCEYQ==","game 3","2022-08-01 00:00:00+00","17.16","uk",1,21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"BE42Fj9cBAbbch80IpA8Dw==","game 3","2022-11-01 00:00:00+00","53.52","uk","",30,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"3Xuq0acIoGEgw19qflIoog==","game 3","2022-06-01 00:00:00+00","12.69","uk","",25,"2022-06-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"jKSOgyMP0Yzld1pVpvyYrg==","game 3","2022-08-01 00:00:00+00","26.31","uk","",36,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"Fqu+/F0rn1G4YP3f3yHA1Q==","game 3","2022-12-01 00:00:00+00","26.16","uk","",21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"IdKyooyTjAbvCA7p+ujKCw==","game 3","2022-05-01 00:00:00+00","153.54","uk","",19,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"7EPlnA7OQ9MhMx+od6FA9g==","game 3","2022-12-01 00:00:00+00","41.16","ru","",23,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-04-01 00:00:00+00","54.96","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-09-01 00:00:00+00","13.71","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"dVTYjVpXbOM/sOgCq4CV0g==","game 3","2022-10-01 00:00:00+00","75.54","uk","",25,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"06RPvlsFPCmM9ag+iSM/Ag==","game 3","2022-07-01 00:00:00+00","25.23","ru","",34,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-10-01 00:00:00+00","17.37","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"J6WNl39fdxaY8ZtvV8wNkw==","game 3","2022-03-01 00:00:00+00","16.14","uk",1,18,"2022-03-01 00:00:00+00","2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-08-01 00:00:00+00","73.38","uk",1,18,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"1KzlDBp5hORL7Y5PBaB+0g==","game 3","2022-09-01 00:00:00+00","58.20","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ymEApWLjh3I9oLJnWIBHFA==","game 3","2022-09-01 00:00:00+00","33.27","uk","",19,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"HxWcXHURvvtOJkrXAcDxQg==","game 3","2022-05-01 00:00:00+00","122.94","uk","",15,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"54ouP7lBhVCeV8ftS1Oj4Q==","game 3","2022-12-01 00:00:00+00","28.23","ru","",21,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","2"
"6We7zBO7mVbNxGEl/xPKVg==","game 3","2022-12-01 00:00:00+00","75.81","uk","",19,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"YC2fZQTQXV2UR1/WHDrVqw==","game 3","2022-12-01 00:00:00+00","72.42","uk","",14,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"G9053rs6jbKItKUhrUdLew==","game 3","2022-12-01 00:00:00+00","17.22","uk","",27,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"UNcp1RmIObUiGNqLDHjNVw==","game 3","2022-05-01 00:00:00+00","28.35","uk","",16,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"qEF/fPDQLJPXIx6RiSIP1A==","game 3","2022-09-01 00:00:00+00","77.04","uk","",20,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-06-01 00:00:00+00","31.38","uk",1,18,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"mzGpnrpyuOB+qfwTJ0XliQ==","game 3","2022-10-01 00:00:00+00","77.70","ru","",16,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"VGEh7S+cxW9PT7H8KNgEGQ==","game 3","2022-08-01 00:00:00+00","324.15","uk","",24,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"V1hFT6jms7MK4yi6EFdt6A==","game 3","2022-09-01 00:00:00+00","32.10","uk",1,18,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"UNcp1RmIObUiGNqLDHjNVw==","game 3","2022-09-01 00:00:00+00","69.84","uk","",16,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"xxq2c4woAI3bLul1xOzwtQ==","game 3","2022-12-01 00:00:00+00","17.49","uk","",23,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"OAAGTJfPU2ECPJT1KYm2ZQ==","game 3","2022-11-01 00:00:00+00","42.15","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"mY631USB1Y3/I1dHNhoEyA==","game 3","2022-11-01 00:00:00+00","15.3","uk","",22,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"GEAVJz1gd3SThbDZR01fcA==","game 3","2022-06-01 00:00:00+00","36.06","uk","",14,"2022-04-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","158.76","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"q/Tz1C31XWaBUDrRn2ezDw==","game 3","2022-05-01 00:00:00+00","17.64","uk","",21,"2022-05-01 00:00:00+00","2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"kAGCRMpNBghYDdEZ7r3Ptg==","game 2","2022-08-01 00:00:00+00","12.93","en","",31,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"H2Tik+BqoLgAQX4uSw/8vA==","game 3","2022-06-01 00:00:00+00","51.21","uk","",30,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
