"user_id","game_name","payment_month","revenue","language","has_older_device_model","age","engagement_month","mod_churn_month","lifetime_in_month"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-04-01","23.31","ru","",15,"2022-04-01","","-3"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-12-01","13.05","ru","",15,"2022-04-01","","-3"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-06-01","13.05","ru","",15,"2022-04-01","","-3"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01","158.76","uk","",19,"2022-07-01","","-6"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-11-01","33.57","uk","",19,"2022-07-01","","-6"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01","117.96","uk","",19,"2022-07-01","","-6"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-09-01","35.61","uk","",19,"2022-07-01","","-6"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-07-01","86.94","uk","",19,"2022-07-01","","-6"
"8TTRdxncZg7Nl0tvfwsZng==","game 3","2022-05-01","14.25","uk","",30,"2022-05-01","2022-06-01","1"
"99X4aLWWjAIgmlXjrXQIgg==","game 3","2022-03-01","16.98","ru","",22,"2022-03-01","2022-04-01","1"
"9I0ppB2UxsJPIO8BpHQfEw==","game 3","2022-10-01","16.17","uk","",26,"2022-10-01","2022-12-01","2"
"9I0ppB2UxsJPIO8BpHQfEw==","game 3","2022-11-01","26.76","uk","",26,"2022-10-01","2022-12-01","2"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-09-01","15.63","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-06-01","88.08","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-11-01","71.52","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-10-01","17.37","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-05-01","12.48","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01","120.75","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-12-01","30.12","ru","",24,"2022-05-01","","-4"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-08-01","46.29","ru","",24,"2022-05-01","","-4"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-11-01","53.07","uk","",34,"2022-11-01","","-10"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-12-01","14.34","uk","",34,"2022-11-01","","-10"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-09-01","19.56","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-08-01","15.21","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-03-01","45.27","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01","107.40","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-10-01","65.43","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-04-01","13.95","uk","",24,"2022-03-01","2022-11-01","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-07-01","64.44","uk","",24,"2022-03-01","2022-11-01","8"
"A6QTeGOKjaGkGkRCFqNybw==","game 3","2022-08-01","43.86","ru","",33,"2022-08-01","2022-09-01","1"
"A8lK1Lccnv65sGqBkfP2iw==","game 3","2022-12-01","16.08","uk","",15,"2022-12-01","","-11"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-08-01","51.00","uk","",18,"2022-08-01","","-7"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-11-01","105.99","uk","",18,"2022-08-01","","-7"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-09-01","19.56","uk","",18,"2022-08-01","","-7"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-12-01","47.10","uk","",18,"2022-08-01","","-7"
"an5Xsrpir8vvhTb50gnppQ==","game 3","2022-05-01","15.51","uk","",43,"2022-05-01","2022-06-01","1"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-12-01","17.61","uk","",23,"2022-07-01","","-6"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-10-01","18.9","uk","",23,"2022-07-01","","-6"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-08-01","90.99","uk","",23,"2022-07-01","","-6"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-11-01","61.29","uk","",23,"2022-07-01","","-6"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-09-01","47.52","uk","",23,"2022-07-01","","-6"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-07-01","45.03","uk","",23,"2022-07-01","","-6"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-04-01","64.50","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-11-01","68.97","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-03-01","42.03","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-06-01","18.99","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-08-01","43.23","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-10-01","13.83","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-12-01","59.94","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-07-01","13.71","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-05-01","66.57","ru","",24,"2022-03-01","","-2"
"AN9at3LlvDamqXq8dvHD4w==","game 3","2022-09-01","63.93","ru","",24,"2022-03-01","","-2"
"/ANyXfGUGtUS/bPw0/nW/w==","game 3","2022-11-01","33.06","uk","",28,"2022-11-01","2022-12-01","1"
"aQDvOXzsDAJWi3Y47ptRPg==","game 3","2022-06-01","19.08","ru","",20,"2022-04-01","2022-07-01","3"
"aQDvOXzsDAJWi3Y47ptRPg==","game 3","2022-05-01","39.30","ru","",20,"2022-04-01","2022-07-01","3"
"aQDvOXzsDAJWi3Y47ptRPg==","game 3","2022-04-01","15.21","ru","",20,"2022-04-01","2022-07-01","3"
"aujnuJ9eBYK+yGF15TtUkw==","game 2","2022-09-01","33.57","en","",35,"2022-09-01","2022-11-01","2"
"aujnuJ9eBYK+yGF15TtUkw==","game 2","2022-10-01","12.69","en","",35,"2022-09-01","2022-11-01","2"
"AuJNw7SH8b7lM4j46bNr8A==","game 3","2022-11-01","122.97","en","",28,"2022-09-01","","-8"
"AuJNw7SH8b7lM4j46bNr8A==","game 3","2022-12-01","32.79","en","",28,"2022-09-01","","-8"
"AuJNw7SH8b7lM4j46bNr8A==","game 3","2022-09-01","18.33","en","",28,"2022-09-01","","-8"
"AuJNw7SH8b7lM4j46bNr8A==","game 3","2022-10-01","25.77","en","",28,"2022-09-01","","-8"
"+Awa0l8QDZ6iKBSRiA6dRQ==","game 3","2022-10-01","69.90","ru","",16,"2022-10-01","2022-12-01","2"
"+Awa0l8QDZ6iKBSRiA6dRQ==","game 3","2022-11-01","43.08","ru","",16,"2022-10-01","2022-12-01","2"
"b3TBQFxyCxxypmPajF+jXw==","game 3","2022-03-01","13.98","uk",1,15,"2022-03-01","2022-07-01","4"
"b3TBQFxyCxxypmPajF+jXw==","game 3","2022-05-01","28.68","uk",1,15,"2022-03-01","2022-07-01","4"
"b3TBQFxyCxxypmPajF+jXw==","game 3","2022-06-01","71.31","uk",1,15,"2022-03-01","2022-07-01","4"
"b3TBQFxyCxxypmPajF+jXw==","game 3","2022-04-01","14.82","uk",1,15,"2022-03-01","2022-07-01","4"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-07-01","20.79","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-10-01","59.28","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-04-01","63.60","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-03-01","15.3","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-06-01","96.33","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-09-01","44.67","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-12-01","20.64","ru","",23,"2022-03-01","","-2"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-08-01","64.80","ru","",23,"2022-03-01","","-2"
"B4tGKx0IrkPGAUEnO6mMNA==","game 3","2022-12-01","14.37","uk","",19,"2022-11-01","","-10"
"B4tGKx0IrkPGAUEnO6mMNA==","game 3","2022-11-01","55.08","uk","",19,"2022-11-01","","-10"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-07-01","15.21","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-12-01","42.21","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-08-01","73.38","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-11-01","102.18","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-10-01","46.20","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-09-01","18.24","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-06-01","41.07","ru","",17,"2022-05-01","","-4"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-05-01","94.11","ru","",17,"2022-05-01","","-4"
"B7ziVc7jLVg/+snNIp3hLQ==","game 3","2022-07-01","13.71","uk","",19,"2022-07-01","2022-08-01","1"
"b85g/xLxpBpMH/joxym4fA==","game 3","2022-11-01","26.94","uk","",28,"2022-11-01","2022-12-01","1"
"B8zuTsAC2iJ98u2nlv/fUw==","game 3","2022-10-01","56.28","uk",1,21,"2022-05-01","2022-11-01","6"
"B8zuTsAC2iJ98u2nlv/fUw==","game 3","2022-05-01","39.96","uk",1,21,"2022-05-01","2022-11-01","6"
"BbnuW+2kIgxo7dxg5BBIeQ==","game 3","2022-12-01","121.41","ru","",17,"2022-10-01","","-9"
"BbnuW+2kIgxo7dxg5BBIeQ==","game 3","2022-11-01","53.07","ru","",17,"2022-10-01","","-9"
"BbnuW+2kIgxo7dxg5BBIeQ==","game 3","2022-10-01","37.08","ru","",17,"2022-10-01","","-9"
"bBOj8UKjraXzMIPrGBdCrQ==","game 3","2022-12-01","39.48","uk","",28,"2022-08-01","","-7"
"bBOj8UKjraXzMIPrGBdCrQ==","game 3","2022-09-01","29.07","uk","",28,"2022-08-01","","-7"
"bBOj8UKjraXzMIPrGBdCrQ==","game 3","2022-11-01","15.69","uk","",28,"2022-08-01","","-7"
"bBOj8UKjraXzMIPrGBdCrQ==","game 3","2022-08-01","27.60","uk","",28,"2022-08-01","","-7"
"bBOj8UKjraXzMIPrGBdCrQ==","game 3","2022-10-01","12.21","uk","",28,"2022-08-01","","-7"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-09-01","76.02","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-06-01","31.38","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-03-01","89.22","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-08-01","73.38","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-10-01","96.84","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-05-01","30.72","uk",1,18,"2022-03-01","2022-11-01","8"
"Bcs3CbYx2EpbL9otxlEUmg==","game 3","2022-07-01","106.59","uk",1,18,"2022-03-01","2022-11-01","8"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-11-01","58.98","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-10-01","12.9","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-06-01","46.53","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-09-01","41.55","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-05-01","12.93","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-08-01","13.59","uk","",29,"2022-05-01","","-4"
"BDvlXttM/hbupcLic+5ZWg==","game 3","2022-12-01","13.5","uk","",29,"2022-05-01","","-4"
"BE42Fj9cBAbbch80IpA8Dw==","game 3","2022-09-01","15.57","uk","",30,"2022-09-01","2022-12-01","3"
"BE42Fj9cBAbbch80IpA8Dw==","game 3","2022-10-01","47.22","uk","",30,"2022-09-01","2022-12-01","3"
"BE42Fj9cBAbbch80IpA8Dw==","game 3","2022-11-01","53.52","uk","",30,"2022-09-01","2022-12-01","3"
"bF11PeUgiQ6ebhHTaDNDJA==","game 3","2022-10-01","18.78","ru","",33,"2022-10-01","2022-11-01","1"
"BH4aptg763J0WNnw0OS9hw==","game 3","2022-07-01","15.21","ru","",18,"2022-07-01","2022-08-01","1"
"BJlqmsfEshc/QjsD7VgEjg==","game 3","2022-04-01","30.66","ru","",18,"2022-04-01","2022-10-01","6"
"BJlqmsfEshc/QjsD7VgEjg==","game 3","2022-06-01","113.76","ru","",18,"2022-04-01","2022-10-01","6"
"BJlqmsfEshc/QjsD7VgEjg==","game 3","2022-09-01","21.51","ru","",18,"2022-04-01","2022-10-01","6"
"BLnx9pj0y+SVkckLR/01qw==","game 3","2022-10-01","85.20","uk","",25,"2022-09-01","","-8"
"BLnx9pj0y+SVkckLR/01qw==","game 3","2022-09-01","41.55","uk","",25,"2022-09-01","","-8"
"BLnx9pj0y+SVkckLR/01qw==","game 3","2022-11-01","43.92","uk","",25,"2022-09-01","","-8"
"BLnx9pj0y+SVkckLR/01qw==","game 3","2022-12-01","14.37","uk","",25,"2022-09-01","","-8"
"BOcGlFXXESDUbttxDzQIQw==","game 3","2022-08-01","88.29","uk","",32,"2022-08-01","","-7"
"BOcGlFXXESDUbttxDzQIQw==","game 3","2022-11-01","27.42","uk","",32,"2022-08-01","","-7"
"BOcGlFXXESDUbttxDzQIQw==","game 3","2022-10-01","58.14","uk","",32,"2022-08-01","","-7"
"BOcGlFXXESDUbttxDzQIQw==","game 3","2022-09-01","99.45","uk","",32,"2022-08-01","","-7"
"BOcGlFXXESDUbttxDzQIQw==","game 3","2022-12-01","16.89","uk","",32,"2022-08-01","","-7"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-12-01","27.42","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-05-01","65.73","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-07-01","12.9","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-06-01","46.20","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-08-01","35.79","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-10-01","27.00","uk",1,14,"2022-05-01","","-4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-11-01","49.92","uk",1,14,"2022-05-01","","-4"
"bZDMuXKM3RFajmZa/yIpsw==","game 3","2022-12-01","80.58","uk","",23,"2022-09-01","","-8"
"bZDMuXKM3RFajmZa/yIpsw==","game 3","2022-10-01","91.83","uk","",23,"2022-09-01","","-8"
"bZDMuXKM3RFajmZa/yIpsw==","game 3","2022-09-01","14.55","uk","",23,"2022-09-01","","-8"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-08-01","15.78","uk","",18,"2022-08-01","","-7"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-09-01","71.82","uk","",18,"2022-08-01","","-7"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-11-01","26.16","uk","",18,"2022-08-01","","-7"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-12-01","14.28","uk","",18,"2022-08-01","","-7"
"c5qsNfxhW80Ws3aBXDa1nA==","game 3","2022-10-01","83.16","uk","",18,"2022-08-01","","-7"
"C6w5XTf8lIfc+VFmC7/bVw==","game 3","2022-11-01","29.22","uk","",40,"2022-07-01","","-6"
"C6w5XTf8lIfc+VFmC7/bVw==","game 3","2022-12-01","25.83","uk","",40,"2022-07-01","","-6"
"C6w5XTf8lIfc+VFmC7/bVw==","game 3","2022-07-01","14.25","uk","",40,"2022-07-01","","-6"
"Cabfx2Uhcg6oOXYHLUa+rg==","game 3","2022-10-01","18.84","uk",1,15,"2022-10-01","2022-11-01","1"
"CCwTMcGtpirFFuqzSeTyaQ==","game 3","2022-03-01","15.84","uk","",18,"2022-03-01","2022-05-01","2"
"CCwTMcGtpirFFuqzSeTyaQ==","game 3","2022-04-01","20.76","uk","",18,"2022-03-01","2022-05-01","2"
"cDaRA0l0GtU4VtTO/DSe1g==","game 3","2022-11-01","33.33","uk","",21,"2022-11-01","2022-12-01","1"
"cf1ykPUohKTUjtI6cAMhVw==","game 2","2022-10-01","12.24","ru",1,21,"2022-10-01","2022-11-01","1"
"cf5XFmP0Lfqw6irFBYfWwQ==","game 3","2022-12-01","21.03","uk","",19,"2022-11-01","","-10"
"cf5XFmP0Lfqw6irFBYfWwQ==","game 3","2022-11-01","32.25","uk","",19,"2022-11-01","","-10"
"CfgvA7ntuRJL/qdscwgMVw==","game 3","2022-12-01","60.15","ru","",24,"2022-09-01","","-8"
"CfgvA7ntuRJL/qdscwgMVw==","game 3","2022-09-01","43.83","ru","",24,"2022-09-01","","-8"
"CfgvA7ntuRJL/qdscwgMVw==","game 3","2022-11-01","56.40","ru","",24,"2022-09-01","","-8"
"cjAwQwy//1xm2O5pNRveqw==","game 3","2022-12-01","12.63","ru","",22,"2022-10-01","","-9"
"cjAwQwy//1xm2O5pNRveqw==","game 3","2022-10-01","74.28","ru","",22,"2022-10-01","","-9"
"cjAwQwy//1xm2O5pNRveqw==","game 3","2022-11-01","84.24","ru","",22,"2022-10-01","","-9"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-09-01","42.81","uk","",20,"2022-07-01","","-6"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-12-01","15.39","uk","",20,"2022-07-01","","-6"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-11-01","82.68","uk","",20,"2022-07-01","","-6"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-10-01","66.09","uk","",20,"2022-07-01","","-6"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-07-01","68.04","uk","",20,"2022-07-01","","-6"
"cp2QvW7HEEyNYKZRQ+RvyA==","game 3","2022-12-01","38.10","uk","",14,"2022-12-01","","-11"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-11-01","48.87","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-05-01","93.99","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-10-01","21.24","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-08-01","40.47","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-07-01","107.25","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-09-01","51.57","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-12-01","30.00","uk","",16,"2022-05-01","","-4"
"crKNTIblJ0113SKEtSJQHw==","game 3","2022-06-01","29.97","uk","",16,"2022-05-01","","-4"
"cv6g2/jSkR+FwO58WY85DQ==","game 3","2022-12-01","24.3","uk","",20,"2022-08-01","","-7"
"cv6g2/jSkR+FwO58WY85DQ==","game 3","2022-08-01","55.47","uk","",20,"2022-08-01","","-7"
"cv6g2/jSkR+FwO58WY85DQ==","game 3","2022-09-01","30.72","uk","",20,"2022-08-01","","-7"
"cv6g2/jSkR+FwO58WY85DQ==","game 3","2022-11-01","23.28","uk","",20,"2022-08-01","","-7"
"D0sawvsyqnyUMXNy+aXo7Q==","game 3","2022-12-01","48.18","uk","",19,"2022-10-01","","-9"
"D0sawvsyqnyUMXNy+aXo7Q==","game 3","2022-10-01","72.69","uk","",19,"2022-10-01","","-9"
"d7kiN4CYGndV2/L4yQeZ4g==","game 3","2022-11-01","57.24","ru","",19,"2022-08-01","","-7"
"d7kiN4CYGndV2/L4yQeZ4g==","game 3","2022-09-01","26.64","ru","",19,"2022-08-01","","-7"
"d7kiN4CYGndV2/L4yQeZ4g==","game 3","2022-12-01","102.57","ru","",19,"2022-08-01","","-7"
"d7kiN4CYGndV2/L4yQeZ4g==","game 3","2022-10-01","60.12","ru","",19,"2022-08-01","","-7"
"d7kiN4CYGndV2/L4yQeZ4g==","game 3","2022-08-01","42.60","ru","",19,"2022-08-01","","-7"
"D9Bdgp+w/syZMU61LudzFQ==","game 3","2022-08-01","16.41","uk","",19,"2022-08-01","2022-10-01","2"
"D9Bdgp+w/syZMU61LudzFQ==","game 3","2022-09-01","21.06","uk","",19,"2022-08-01","2022-10-01","2"
"dAiAPbpgrBYKg4Rn7nbu4g==","game 3","2022-11-01","20.85","uk","",34,"2022-11-01","2022-12-01","1"
"DAMO0tILVRlXZhYONdvs0Q==","game 3","2022-08-01","48.21","uk","",15,"2022-06-01","2022-11-01","5"
"DAMO0tILVRlXZhYONdvs0Q==","game 3","2022-06-01","53.55","uk","",15,"2022-06-01","2022-11-01","5"
"DAMO0tILVRlXZhYONdvs0Q==","game 3","2022-10-01","70.62","uk","",15,"2022-06-01","2022-11-01","5"
"DAMO0tILVRlXZhYONdvs0Q==","game 3","2022-07-01","53.31","uk","",15,"2022-06-01","2022-11-01","5"
"DAMO0tILVRlXZhYONdvs0Q==","game 3","2022-09-01","54.15","uk","",15,"2022-06-01","2022-11-01","5"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-06-01","32.37","uk","",21,"2022-04-01","2022-10-01","6"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-04-01","60.57","uk","",21,"2022-04-01","2022-10-01","6"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-09-01","64.08","uk","",21,"2022-04-01","2022-10-01","6"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-07-01","100.83","uk","",21,"2022-04-01","2022-10-01","6"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-08-01","46.71","uk","",21,"2022-04-01","2022-10-01","6"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-05-01","31.2","uk","",21,"2022-04-01","2022-10-01","6"
"DcYWdg5xq9/5Yd7SaaVhZw==","game 3","2022-11-01","19.83","uk","",32,"2022-08-01","2022-12-01","4"
"DcYWdg5xq9/5Yd7SaaVhZw==","game 3","2022-08-01","29.49","uk","",32,"2022-08-01","2022-12-01","4"
"DcYWdg5xq9/5Yd7SaaVhZw==","game 3","2022-09-01","13.14","uk","",32,"2022-08-01","2022-12-01","4"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-05-01","37.62","ru","",23,"2022-04-01","","-3"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-12-01","12.12","ru","",23,"2022-04-01","","-3"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-04-01","50.16","ru","",23,"2022-04-01","","-3"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-08-01","58.92","ru","",23,"2022-04-01","","-3"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-09-01","85.05","ru","",23,"2022-04-01","","-3"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-06-01","13.89","ru","",23,"2022-04-01","","-3"
"dp8g3Zsy2hCfov8GumRuWg==","game 3","2022-06-01","13.89","ru","",19,"2022-06-01","2022-07-01","1"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-08-01","92.13","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-07-01","12.03","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-10-01","112.20","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-09-01","61.56","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-05-01","33.15","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-06-01","17.64","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-04-01","33.03","uk","",16,"2022-04-01","2022-12-01","8"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-11-01","38.58","uk","",16,"2022-04-01","2022-12-01","8"
"dQAFHVkiiCKfawYALbHZeA==","game 3","2022-08-01","14.64","uk","",26,"2022-07-01","2022-11-01","4"
"dQAFHVkiiCKfawYALbHZeA==","game 3","2022-10-01","18.0","uk","",26,"2022-07-01","2022-11-01","4"
"dQAFHVkiiCKfawYALbHZeA==","game 3","2022-07-01","16.38","uk","",26,"2022-07-01","2022-11-01","4"
"DqezK7HAqZ+GovyRuzxD1A==","game 3","2022-04-01","83.19","uk","",23,"2022-04-01","2022-08-01","4"
"DqezK7HAqZ+GovyRuzxD1A==","game 3","2022-05-01","72.15","uk","",23,"2022-04-01","2022-08-01","4"
"DqezK7HAqZ+GovyRuzxD1A==","game 3","2022-06-01","86.49","uk","",23,"2022-04-01","2022-08-01","4"
"DqezK7HAqZ+GovyRuzxD1A==","game 3","2022-07-01","120.51","uk","",23,"2022-04-01","2022-08-01","4"
"dSGXNzIxO3joRVr1Eem+WQ==","game 3","2022-10-01","13.23","uk","",29,"2022-09-01","2022-11-01","2"
"dSGXNzIxO3joRVr1Eem+WQ==","game 3","2022-09-01","15.72","uk","",29,"2022-09-01","2022-11-01","2"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-07-01","12.15","ru","",19,"2022-07-01","","-6"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-11-01","114.96","ru","",19,"2022-07-01","","-6"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-12-01","26.58","ru","",19,"2022-07-01","","-6"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-10-01","36.63","ru","",19,"2022-07-01","","-6"
"dVTYjVpXbOM/sOgCq4CV0g==","game 3","2022-08-01","41.31","uk","",25,"2022-08-01","","-7"
