"user_id","payment_month","engagement_month","churn_month","revenue","new_user_revenue","expansion_revenue","contraction_revenue","churn_revenue","revenue_changes","revenue_change_factors","game_name","language","has_older_device_model","age","lifetime_in_month"
"bF11PeUgiQ6ebhHTaDNDJA==","2022-10-01","2022-10-01","2022-11-01","18.78","18.78","","","","18.78","new user revenue","game 3","ru","",33,1
"bF11PeUgiQ6ebhHTaDNDJA==","2022-11-01","2022-10-01","2022-11-01","0","","","","-18.78","-18.78","churn revenue","game 3","ru","",33,1
"BH4aptg763J0WNnw0OS9hw==","2022-07-01","2022-07-01","2022-08-01","15.21","15.21","","","","15.21","new user revenue","game 3","ru","",18,1
"BH4aptg763J0WNnw0OS9hw==","2022-08-01","2022-07-01","2022-08-01","0","","","","-15.21","-15.21","churn revenue","game 3","ru","",18,1
"BJlqmsfEshc/QjsD7VgEjg==","2022-04-01","2022-04-01","2022-10-01","30.66","30.66","","","","30.66","new user revenue","game 3","ru","",18,6
"BJlqmsfEshc/QjsD7VgEjg==","2022-06-01","2022-04-01","2022-10-01","113.76","","83.10","","","83.10","expansion revenue","game 3","ru","",18,6
"BJlqmsfEshc/QjsD7VgEjg==","2022-09-01","2022-04-01","2022-10-01","21.51","","","-92.25","","-92.25","contraction revenue","game 3","ru","",18,6
"BJlqmsfEshc/QjsD7VgEjg==","2022-10-01","2022-04-01","2022-10-01","0","","","","-21.51","-21.51","churn revenue","game 3","ru","",18,6
"BLnx9pj0y+SVkckLR/01qw==","2022-09-01","2022-09-01","","41.55","41.55","","","","41.55","new user revenue","game 3","uk","",25,4
"BLnx9pj0y+SVkckLR/01qw==","2022-10-01","2022-09-01","","85.20","","43.65","","","43.65","expansion revenue","game 3","uk","",25,4
"BLnx9pj0y+SVkckLR/01qw==","2022-11-01","2022-09-01","","43.92","","","-41.28","","-41.28","contraction revenue","game 3","uk","",25,4
"BLnx9pj0y+SVkckLR/01qw==","2022-12-01","2022-09-01","","14.37","","","-29.55","","-29.55","contraction revenue","game 3","uk","",25,4
"BOcGlFXXESDUbttxDzQIQw==","2022-08-01","2022-08-01","","88.29","88.29","","","","88.29","new user revenue","game 3","uk","",32,5
"BOcGlFXXESDUbttxDzQIQw==","2022-09-01","2022-08-01","","99.45","","11.16","","","11.16","expansion revenue","game 3","uk","",32,5
"BOcGlFXXESDUbttxDzQIQw==","2022-10-01","2022-08-01","","58.14","","","-41.31","","-41.31","contraction revenue","game 3","uk","",32,5
"BOcGlFXXESDUbttxDzQIQw==","2022-11-01","2022-08-01","","27.42","","","-30.72","","-30.72","contraction revenue","game 3","uk","",32,5
"BOcGlFXXESDUbttxDzQIQw==","2022-12-01","2022-08-01","","16.89","","","-10.53","","-10.53","contraction revenue","game 3","uk","",32,5
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-05-01","2022-05-01","","65.73","65.73","","","","65.73","new user revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-06-01","2022-05-01","","46.20","","","-19.53","","-19.53","contraction revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-07-01","2022-05-01","","12.9","","","-33.30","","-33.30","contraction revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-08-01","2022-05-01","","35.79","","22.89","","","22.89","expansion revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-10-01","2022-05-01","","27.00","","","-8.79","","-8.79","contraction revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-11-01","2022-05-01","","49.92","","22.92","","","22.92","expansion revenue","game 3","uk",1,14,8
"BTD3ZjLKfkT6ZRBT9zRwtg==","2022-12-01","2022-05-01","","27.42","","","-22.50","","-22.50","contraction revenue","game 3","uk",1,14,8
"bZDMuXKM3RFajmZa/yIpsw==","2022-09-01","2022-09-01","","14.55","14.55","","","","14.55","new user revenue","game 3","uk","",23,4
"bZDMuXKM3RFajmZa/yIpsw==","2022-10-01","2022-09-01","","91.83","","77.28","","","77.28","expansion revenue","game 3","uk","",23,4
"bZDMuXKM3RFajmZa/yIpsw==","2022-12-01","2022-09-01","","80.58","","","-11.25","","-11.25","contraction revenue","game 3","uk","",23,4
"c5qsNfxhW80Ws3aBXDa1nA==","2022-08-01","2022-08-01","","15.78","15.78","","","","15.78","new user revenue","game 3","uk","",18,5
"c5qsNfxhW80Ws3aBXDa1nA==","2022-09-01","2022-08-01","","71.82","","56.04","","","56.04","expansion revenue","game 3","uk","",18,5
"c5qsNfxhW80Ws3aBXDa1nA==","2022-10-01","2022-08-01","","83.16","","11.34","","","11.34","expansion revenue","game 3","uk","",18,5
"c5qsNfxhW80Ws3aBXDa1nA==","2022-11-01","2022-08-01","","26.16","","","-57.00","","-57.00","contraction revenue","game 3","uk","",18,5
"c5qsNfxhW80Ws3aBXDa1nA==","2022-12-01","2022-08-01","","14.28","","","-11.88","","-11.88","contraction revenue","game 3","uk","",18,5
"C6w5XTf8lIfc+VFmC7/bVw==","2022-07-01","2022-07-01","","14.25","14.25","","","","14.25","new user revenue","game 3","uk","",40,6
"C6w5XTf8lIfc+VFmC7/bVw==","2022-11-01","2022-07-01","","29.22","","14.97","","","14.97","expansion revenue","game 3","uk","",40,6
"C6w5XTf8lIfc+VFmC7/bVw==","2022-12-01","2022-07-01","","25.83","","","-3.39","","-3.39","contraction revenue","game 3","uk","",40,6
"Cabfx2Uhcg6oOXYHLUa+rg==","2022-10-01","2022-10-01","2022-11-01","18.84","18.84","","","","18.84","new user revenue","game 3","uk",1,15,1
"Cabfx2Uhcg6oOXYHLUa+rg==","2022-11-01","2022-10-01","2022-11-01","0","","","","-18.84","-18.84","churn revenue","game 3","uk",1,15,1
"CCwTMcGtpirFFuqzSeTyaQ==","2022-03-01","2022-03-01","2022-05-01","15.84","15.84","","","","15.84","new user revenue","game 3","uk","",18,2
"CCwTMcGtpirFFuqzSeTyaQ==","2022-04-01","2022-03-01","2022-05-01","20.76","","4.92","","","4.92","expansion revenue","game 3","uk","",18,2
"CCwTMcGtpirFFuqzSeTyaQ==","2022-05-01","2022-03-01","2022-05-01","0","","","","-20.76","-20.76","churn revenue","game 3","uk","",18,2
"cDaRA0l0GtU4VtTO/DSe1g==","2022-11-01","2022-11-01","2022-12-01","33.33","33.33","","","","33.33","new user revenue","game 3","uk","",21,1
"cDaRA0l0GtU4VtTO/DSe1g==","2022-12-01","2022-11-01","2022-12-01","0","","","","-33.33","-33.33","churn revenue","game 3","uk","",21,1
"cf1ykPUohKTUjtI6cAMhVw==","2022-10-01","2022-10-01","2022-11-01","12.24","12.24","","","","12.24","new user revenue","game 2","ru",1,21,1
"cf1ykPUohKTUjtI6cAMhVw==","2022-11-01","2022-10-01","2022-11-01","0","","","","-12.24","-12.24","churn revenue","game 2","ru",1,21,1
"cf5XFmP0Lfqw6irFBYfWwQ==","2022-11-01","2022-11-01","","32.25","32.25","","","","32.25","new user revenue","game 3","uk","",19,2
"cf5XFmP0Lfqw6irFBYfWwQ==","2022-12-01","2022-11-01","","21.03","","","-11.22","","-11.22","contraction revenue","game 3","uk","",19,2
"CfgvA7ntuRJL/qdscwgMVw==","2022-09-01","2022-09-01","","43.83","43.83","","","","43.83","new user revenue","game 3","ru","",24,4
"CfgvA7ntuRJL/qdscwgMVw==","2022-11-01","2022-09-01","","56.40","","12.57","","","12.57","expansion revenue","game 3","ru","",24,4
"CfgvA7ntuRJL/qdscwgMVw==","2022-12-01","2022-09-01","","60.15","","3.75","","","3.75","expansion revenue","game 3","ru","",24,4
"cjAwQwy//1xm2O5pNRveqw==","2022-10-01","2022-10-01","","74.28","74.28","","","","74.28","new user revenue","game 3","ru","",22,3
"cjAwQwy//1xm2O5pNRveqw==","2022-11-01","2022-10-01","","84.24","","9.96","","","9.96","expansion revenue","game 3","ru","",22,3
"cjAwQwy//1xm2O5pNRveqw==","2022-12-01","2022-10-01","","12.63","","","-71.61","","-71.61","contraction revenue","game 3","ru","",22,3
"cOCixiBbcAHemYgbNdoTcw==","2022-07-01","2022-07-01","","68.04","68.04","","","","68.04","new user revenue","game 3","uk","",20,6
"cOCixiBbcAHemYgbNdoTcw==","2022-09-01","2022-07-01","","42.81","","","-25.23","","-25.23","contraction revenue","game 3","uk","",20,6
"cOCixiBbcAHemYgbNdoTcw==","2022-10-01","2022-07-01","","66.09","","23.28","","","23.28","expansion revenue","game 3","uk","",20,6
"cOCixiBbcAHemYgbNdoTcw==","2022-11-01","2022-07-01","","82.68","","16.59","","","16.59","expansion revenue","game 3","uk","",20,6
"cOCixiBbcAHemYgbNdoTcw==","2022-12-01","2022-07-01","","15.39","","","-67.29","","-67.29","contraction revenue","game 3","uk","",20,6
"cp2QvW7HEEyNYKZRQ+RvyA==","2022-12-01","2022-12-01","","38.10","38.10","","","","38.10","new user revenue","game 3","uk","",14,1
"crKNTIblJ0113SKEtSJQHw==","2022-05-01","2022-05-01","","93.99","93.99","","","","93.99","new user revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-06-01","2022-05-01","","29.97","","","-64.02","","-64.02","contraction revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-07-01","2022-05-01","","107.25","","77.28","","","77.28","expansion revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-08-01","2022-05-01","","40.47","","","-66.78","","-66.78","contraction revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-09-01","2022-05-01","","51.57","","11.10","","","11.10","expansion revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-10-01","2022-05-01","","21.24","","","-30.33","","-30.33","contraction revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-11-01","2022-05-01","","48.87","","27.63","","","27.63","expansion revenue","game 3","uk","",16,8
"crKNTIblJ0113SKEtSJQHw==","2022-12-01","2022-05-01","","30.00","","","-18.87","","-18.87","contraction revenue","game 3","uk","",16,8
"cv6g2/jSkR+FwO58WY85DQ==","2022-08-01","2022-08-01","","55.47","55.47","","","","55.47","new user revenue","game 3","uk","",20,5
"cv6g2/jSkR+FwO58WY85DQ==","2022-09-01","2022-08-01","","30.72","","","-24.75","","-24.75","contraction revenue","game 3","uk","",20,5
"cv6g2/jSkR+FwO58WY85DQ==","2022-11-01","2022-08-01","","23.28","","","-7.44","","-7.44","contraction revenue","game 3","uk","",20,5
"cv6g2/jSkR+FwO58WY85DQ==","2022-12-01","2022-08-01","","24.3","","1.02","","","1.02","expansion revenue","game 3","uk","",20,5
"D0sawvsyqnyUMXNy+aXo7Q==","2022-10-01","2022-10-01","","72.69","72.69","","","","72.69","new user revenue","game 3","uk","",19,3
"D0sawvsyqnyUMXNy+aXo7Q==","2022-12-01","2022-10-01","","48.18","","","-24.51","","-24.51","contraction revenue","game 3","uk","",19,3
"d7kiN4CYGndV2/L4yQeZ4g==","2022-08-01","2022-08-01","","42.60","42.60","","","","42.60","new user revenue","game 3","ru","",19,5
"d7kiN4CYGndV2/L4yQeZ4g==","2022-09-01","2022-08-01","","26.64","","","-15.96","","-15.96","contraction revenue","game 3","ru","",19,5
"d7kiN4CYGndV2/L4yQeZ4g==","2022-10-01","2022-08-01","","60.12","","33.48","","","33.48","expansion revenue","game 3","ru","",19,5
"d7kiN4CYGndV2/L4yQeZ4g==","2022-11-01","2022-08-01","","57.24","","","-2.88","","-2.88","contraction revenue","game 3","ru","",19,5
"d7kiN4CYGndV2/L4yQeZ4g==","2022-12-01","2022-08-01","","102.57","","45.33","","","45.33","expansion revenue","game 3","ru","",19,5
"D9Bdgp+w/syZMU61LudzFQ==","2022-08-01","2022-08-01","2022-10-01","16.41","16.41","","","","16.41","new user revenue","game 3","uk","",19,2
"D9Bdgp+w/syZMU61LudzFQ==","2022-09-01","2022-08-01","2022-10-01","21.06","","4.65","","","4.65","expansion revenue","game 3","uk","",19,2
"D9Bdgp+w/syZMU61LudzFQ==","2022-10-01","2022-08-01","2022-10-01","0","","","","-21.06","-21.06","churn revenue","game 3","uk","",19,2
"dAiAPbpgrBYKg4Rn7nbu4g==","2022-11-01","2022-11-01","2022-12-01","20.85","20.85","","","","20.85","new user revenue","game 3","uk","",34,1
"dAiAPbpgrBYKg4Rn7nbu4g==","2022-12-01","2022-11-01","2022-12-01","0","","","","-20.85","-20.85","churn revenue","game 3","uk","",34,1
"DAMO0tILVRlXZhYONdvs0Q==","2022-06-01","2022-06-01","2022-11-01","53.55","53.55","","","","53.55","new user revenue","game 3","uk","",15,5
"DAMO0tILVRlXZhYONdvs0Q==","2022-07-01","2022-06-01","2022-11-01","53.31","","","-0.24","","-0.24","contraction revenue","game 3","uk","",15,5
"DAMO0tILVRlXZhYONdvs0Q==","2022-08-01","2022-06-01","2022-11-01","48.21","","","-5.10","","-5.10","contraction revenue","game 3","uk","",15,5
"DAMO0tILVRlXZhYONdvs0Q==","2022-09-01","2022-06-01","2022-11-01","54.15","","5.94","","","5.94","expansion revenue","game 3","uk","",15,5
"DAMO0tILVRlXZhYONdvs0Q==","2022-10-01","2022-06-01","2022-11-01","70.62","","16.47","","","16.47","expansion revenue","game 3","uk","",15,5
"DAMO0tILVRlXZhYONdvs0Q==","2022-11-01","2022-06-01","2022-11-01","0","","","","-70.62","-70.62","churn revenue","game 3","uk","",15,5
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-04-01","2022-04-01","2022-10-01","60.57","60.57","","","","60.57","new user revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-05-01","2022-04-01","2022-10-01","31.2","","","-29.37","","-29.37","contraction revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-06-01","2022-04-01","2022-10-01","32.37","","1.17","","","1.17","expansion revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-07-01","2022-04-01","2022-10-01","100.83","","68.46","","","68.46","expansion revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-08-01","2022-04-01","2022-10-01","46.71","","","-54.12","","-54.12","contraction revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-09-01","2022-04-01","2022-10-01","64.08","","17.37","","","17.37","expansion revenue","game 3","uk","",21,6
"Dbff3x5cRk6/tUY3WQdzFQ==","2022-10-01","2022-04-01","2022-10-01","0","","","","-64.08","-64.08","churn revenue","game 3","uk","",21,6
"DcYWdg5xq9/5Yd7SaaVhZw==","2022-08-01","2022-08-01","2022-12-01","29.49","29.49","","","","29.49","new user revenue","game 3","uk","",32,4
"DcYWdg5xq9/5Yd7SaaVhZw==","2022-09-01","2022-08-01","2022-12-01","13.14","","","-16.35","","-16.35","contraction revenue","game 3","uk","",32,4
"DcYWdg5xq9/5Yd7SaaVhZw==","2022-11-01","2022-08-01","2022-12-01","19.83","","6.69","","","6.69","expansion revenue","game 3","uk","",32,4
"DcYWdg5xq9/5Yd7SaaVhZw==","2022-12-01","2022-08-01","2022-12-01","0","","","","-19.83","-19.83","churn revenue","game 3","uk","",32,4
"DorDcyqBWMg5IEaflqn5Xw==","2022-04-01","2022-04-01","","50.16","50.16","","","","50.16","new user revenue","game 3","ru","",23,9
"DorDcyqBWMg5IEaflqn5Xw==","2022-05-01","2022-04-01","","37.62","","","-12.54","","-12.54","contraction revenue","game 3","ru","",23,9
"DorDcyqBWMg5IEaflqn5Xw==","2022-06-01","2022-04-01","","13.89","","","-23.73","","-23.73","contraction revenue","game 3","ru","",23,9
"DorDcyqBWMg5IEaflqn5Xw==","2022-08-01","2022-04-01","","58.92","","45.03","","","45.03","expansion revenue","game 3","ru","",23,9
"DorDcyqBWMg5IEaflqn5Xw==","2022-09-01","2022-04-01","","85.05","","26.13","","","26.13","expansion revenue","game 3","ru","",23,9
"DorDcyqBWMg5IEaflqn5Xw==","2022-12-01","2022-04-01","","12.12","","","-72.93","","-72.93","contraction revenue","game 3","ru","",23,9
"dp8g3Zsy2hCfov8GumRuWg==","2022-06-01","2022-06-01","2022-07-01","13.89","13.89","","","","13.89","new user revenue","game 3","ru","",19,1
"dp8g3Zsy2hCfov8GumRuWg==","2022-07-01","2022-06-01","2022-07-01","0","","","","-13.89","-13.89","churn revenue","game 3","ru","",19,1
"dpfu6t8G4blqMn55KM8bSg==","2022-04-01","2022-04-01","2022-12-01","33.03","33.03","","","","33.03","new user revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-05-01","2022-04-01","2022-12-01","33.15","","0.12","","","0.12","expansion revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-06-01","2022-04-01","2022-12-01","17.64","","","-15.51","","-15.51","contraction revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-07-01","2022-04-01","2022-12-01","12.03","","","-5.61","","-5.61","contraction revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-08-01","2022-04-01","2022-12-01","92.13","","80.10","","","80.10","expansion revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-09-01","2022-04-01","2022-12-01","61.56","","","-30.57","","-30.57","contraction revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-10-01","2022-04-01","2022-12-01","112.20","","50.64","","","50.64","expansion revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-11-01","2022-04-01","2022-12-01","38.58","","","-73.62","","-73.62","contraction revenue","game 3","uk","",16,8
"dpfu6t8G4blqMn55KM8bSg==","2022-12-01","2022-04-01","2022-12-01","0","","","","-38.58","-38.58","churn revenue","game 3","uk","",16,8
"dQAFHVkiiCKfawYALbHZeA==","2022-07-01","2022-07-01","2022-11-01","16.38","16.38","","","","16.38","new user revenue","game 3","uk","",26,4
"dQAFHVkiiCKfawYALbHZeA==","2022-08-01","2022-07-01","2022-11-01","14.64","","","-1.74","","-1.74","contraction revenue","game 3","uk","",26,4
"dQAFHVkiiCKfawYALbHZeA==","2022-10-01","2022-07-01","2022-11-01","18.0","","3.36","","","3.36","expansion revenue","game 3","uk","",26,4
"dQAFHVkiiCKfawYALbHZeA==","2022-11-01","2022-07-01","2022-11-01","0","","","","-18.0","-18.0","churn revenue","game 3","uk","",26,4
"DqezK7HAqZ+GovyRuzxD1A==","2022-04-01","2022-04-01","2022-08-01","83.19","83.19","","","","83.19","new user revenue","game 3","uk","",23,4
"DqezK7HAqZ+GovyRuzxD1A==","2022-05-01","2022-04-01","2022-08-01","72.15","","","-11.04","","-11.04","contraction revenue","game 3","uk","",23,4
"DqezK7HAqZ+GovyRuzxD1A==","2022-06-01","2022-04-01","2022-08-01","86.49","","14.34","","","14.34","expansion revenue","game 3","uk","",23,4
"DqezK7HAqZ+GovyRuzxD1A==","2022-07-01","2022-04-01","2022-08-01","120.51","","34.02","","","34.02","expansion revenue","game 3","uk","",23,4
"DqezK7HAqZ+GovyRuzxD1A==","2022-08-01","2022-04-01","2022-08-01","0","","","","-120.51","-120.51","churn revenue","game 3","uk","",23,4
"dSGXNzIxO3joRVr1Eem+WQ==","2022-09-01","2022-09-01","2022-11-01","15.72","15.72","","","","15.72","new user revenue","game 3","uk","",29,2
"dSGXNzIxO3joRVr1Eem+WQ==","2022-10-01","2022-09-01","2022-11-01","13.23","","","-2.49","","-2.49","contraction revenue","game 3","uk","",29,2
"dSGXNzIxO3joRVr1Eem+WQ==","2022-11-01","2022-09-01","2022-11-01","0","","","","-13.23","-13.23","churn revenue","game 3","uk","",29,2
"dUXVADLWvf2uvh+Q6TNrMw==","2022-07-01","2022-07-01","","12.15","12.15","","","","12.15","new user revenue","game 3","ru","",19,6
"dUXVADLWvf2uvh+Q6TNrMw==","2022-10-01","2022-07-01","","36.63","","24.48","","","24.48","expansion revenue","game 3","ru","",19,6
"dUXVADLWvf2uvh+Q6TNrMw==","2022-11-01","2022-07-01","","114.96","","78.33","","","78.33","expansion revenue","game 3","ru","",19,6
"dUXVADLWvf2uvh+Q6TNrMw==","2022-12-01","2022-07-01","","26.58","","","-88.38","","-88.38","contraction revenue","game 3","ru","",19,6
"dVTYjVpXbOM/sOgCq4CV0g==","2022-08-01","2022-08-01","","41.31","41.31","","","","41.31","new user revenue","game 3","uk","",25,5
"dVTYjVpXbOM/sOgCq4CV0g==","2022-09-01","2022-08-01","","127.20","","85.89","","","85.89","expansion revenue","game 3","uk","",25,5
"dVTYjVpXbOM/sOgCq4CV0g==","2022-10-01","2022-08-01","","75.54","","","-51.66","","-51.66","contraction revenue","game 3","uk","",25,5
"dVTYjVpXbOM/sOgCq4CV0g==","2022-11-01","2022-08-01","","14.73","","","-60.81","","-60.81","contraction revenue","game 3","uk","",25,5
"dVTYjVpXbOM/sOgCq4CV0g==","2022-12-01","2022-08-01","","12.51","","","-2.22","","-2.22","contraction revenue","game 3","uk","",25,5
"dxXTsxsoGNYPn+1rVBAUww==","2022-08-01","2022-08-01","2022-11-01","13.98","13.98","","","","13.98","new user revenue","game 3","uk","",33,3
"dxXTsxsoGNYPn+1rVBAUww==","2022-09-01","2022-08-01","2022-11-01","16.05","","2.07","","","2.07","expansion revenue","game 3","uk","",33,3
"dxXTsxsoGNYPn+1rVBAUww==","2022-10-01","2022-08-01","2022-11-01","18.21","","2.16","","","2.16","expansion revenue","game 3","uk","",33,3
"dxXTsxsoGNYPn+1rVBAUww==","2022-11-01","2022-08-01","2022-11-01","0","","","","-18.21","-18.21","churn revenue","game 3","uk","",33,3
"e/6IajqZ922YY1rh2ErMJQ==","2022-06-01","2022-06-01","","33.51","33.51","","","","33.51","new user revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-07-01","2022-06-01","","148.98","","115.47","","","115.47","expansion revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-08-01","2022-06-01","","78.39","","","-70.59","","-70.59","contraction revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-09-01","2022-06-01","","70.14","","","-8.25","","-8.25","contraction revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-10-01","2022-06-01","","49.08","","","-21.06","","-21.06","contraction revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-11-01","2022-06-01","","376.56","","327.48","","","327.48","expansion revenue","game 3","en","",25,7
"e/6IajqZ922YY1rh2ErMJQ==","2022-12-01","2022-06-01","","119.94","","","-256.62","","-256.62","contraction revenue","game 3","en","",25,7
"e6LTrwXMl/v1epsRPDa9Fg==","2022-12-01","2022-12-01","","15.93","15.93","","","","15.93","new user revenue","game 2","uk","",30,1
"eCd4MBHIR4qUWapg05TFLQ==","2022-04-01","2022-04-01","2022-12-01","23.04","23.04","","","","23.04","new user revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-05-01","2022-04-01","2022-12-01","14.55","","","-8.49","","-8.49","contraction revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-06-01","2022-04-01","2022-12-01","25.65","","11.10","","","11.10","expansion revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-07-01","2022-04-01","2022-12-01","31.86","","6.21","","","6.21","expansion revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-08-01","2022-04-01","2022-12-01","40.14","","8.28","","","8.28","expansion revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-09-01","2022-04-01","2022-12-01","22.92","","","-17.22","","-17.22","contraction revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-10-01","2022-04-01","2022-12-01","70.95","","48.03","","","48.03","expansion revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-11-01","2022-04-01","2022-12-01","12.93","","","-58.02","","-58.02","contraction revenue","game 3","ru","",18,8
"eCd4MBHIR4qUWapg05TFLQ==","2022-12-01","2022-04-01","2022-12-01","0","","","","-12.93","-12.93","churn revenue","game 3","ru","",18,8
"Ej00UDBb0OBlQliAnSIp+g==","2022-09-01","2022-09-01","2022-10-01","42.54","42.54","","","","42.54","new user revenue","game 3","uk","",15,1
"Ej00UDBb0OBlQliAnSIp+g==","2022-10-01","2022-09-01","2022-10-01","0","","","","-42.54","-42.54","churn revenue","game 3","uk","",15,1
"eLWkkjmSeHVGjb9tp+CJpQ==","2022-07-01","2022-07-01","2022-10-01","22.5","22.5","","","","22.5","new user revenue","game 3","uk","",19,3
"eLWkkjmSeHVGjb9tp+CJpQ==","2022-08-01","2022-07-01","2022-10-01","61.95","","39.45","","","39.45","expansion revenue","game 3","uk","",19,3
"eLWkkjmSeHVGjb9tp+CJpQ==","2022-09-01","2022-07-01","2022-10-01","31.29","","","-30.66","","-30.66","contraction revenue","game 3","uk","",19,3
"eLWkkjmSeHVGjb9tp+CJpQ==","2022-10-01","2022-07-01","2022-10-01","0","","","","-31.29","-31.29","churn revenue","game 3","uk","",19,3
"eoqO46DzxSrKA2rredUNyQ==","2022-06-01","2022-06-01","2022-11-01","13.5","13.5","","","","13.5","new user revenue","game 3","uk","",24,5
"eoqO46DzxSrKA2rredUNyQ==","2022-07-01","2022-06-01","2022-11-01","60.72","","47.22","","","47.22","expansion revenue","game 3","uk","",24,5
"eoqO46DzxSrKA2rredUNyQ==","2022-08-01","2022-06-01","2022-11-01","43.71","","","-17.01","","-17.01","contraction revenue","game 3","uk","",24,5
"eoqO46DzxSrKA2rredUNyQ==","2022-09-01","2022-06-01","2022-11-01","13.89","","","-29.82","","-29.82","contraction revenue","game 3","uk","",24,5
"eoqO46DzxSrKA2rredUNyQ==","2022-10-01","2022-06-01","2022-11-01","189.12","","175.23","","","175.23","expansion revenue","game 3","uk","",24,5
"eoqO46DzxSrKA2rredUNyQ==","2022-11-01","2022-06-01","2022-11-01","0","","","","-189.12","-189.12","churn revenue","game 3","uk","",24,5
"EPRgsEIjWdzmRbzsHZ48zg==","2022-09-01","2022-09-01","","62.16","62.16","","","","62.16","new user revenue","game 3","uk","",25,4
"EPRgsEIjWdzmRbzsHZ48zg==","2022-10-01","2022-09-01","","130.77","","68.61","","","68.61","expansion revenue","game 3","uk","",25,4
"EPRgsEIjWdzmRbzsHZ48zg==","2022-11-01","2022-09-01","","43.11","","","-87.66","","-87.66","contraction revenue","game 3","uk","",25,4
"EPRgsEIjWdzmRbzsHZ48zg==","2022-12-01","2022-09-01","","30.54","","","-12.57","","-12.57","contraction revenue","game 3","uk","",25,4
"er3/fOrRpmyqiRaC0CaFcg==","2022-05-01","2022-05-01","","47.22","47.22","","","","47.22","new user revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-06-01","2022-05-01","","103.71","","56.49","","","56.49","expansion revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-07-01","2022-05-01","","39.87","","","-63.84","","-63.84","contraction revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-08-01","2022-05-01","","65.52","","25.65","","","25.65","expansion revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-09-01","2022-05-01","","57.27","","","-8.25","","-8.25","contraction revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-11-01","2022-05-01","","74.37","","17.10","","","17.10","expansion revenue","game 3","uk","",21,8
"er3/fOrRpmyqiRaC0CaFcg==","2022-12-01","2022-05-01","","24.21","","","-50.16","","-50.16","contraction revenue","game 3","uk","",21,8
