"user_id","game_name","payment_date","revenue_amount_usd","user_id","game_name","language","has_older_device_model","age"
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-05-26,28.89,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,false,25
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-09-19,19.95,"7GCGwypiXsxGxetp6/KmnA==",game 3,uk,false,31
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-11-26,20.13,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,false,25
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-12-20,18.66,bBOj8UKjraXzMIPrGBdCrQ==,game 3,uk,false,28
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-07-27,20.22,WSQTlRZJRg4Rb+rqe56nJg==,game 3,uk,false,26
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-05-15,17.31,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-09,23.19,DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,false,15
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-10-02,19.02,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,true,24
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-09-28,13.71,HJccOn6v5KHqBa8wRu42oQ==,game 3,uk,false,20
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-28,20.43,YC2fZQTQXV2UR1/WHDrVqw==,game 3,uk,false,14
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-06-24,32.7,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,false,22
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-10-03,15.57,d7kiN4CYGndV2/L4yQeZ4g==,game 3,ru,false,19
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-08-05,34.41,"7vnYIRqjBNlAyBbtPg02tQ==",game 3,uk,false,21
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-04-26,35.55,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,false,23
lx3SsUV7NOrv93tCexVp5A==,game 3,2022-10-11,13.83,lx3SsUV7NOrv93tCexVp5A==,game 3,uk,false,16
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-07-29,30.36,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,false,20
OwODWxXcsV4bBnhONiLkwg==,game 3,2022-04-10,14.37,OwODWxXcsV4bBnhONiLkwg==,game 3,uk,false,25
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-07-26,21.63,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,uk,false,25
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-07-17,36.93,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,false,24
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-08-23,18.15,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,false,25
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-04-11,23.31,"7zbxKst2yi3pfdVI8iEChw==",game 3,ru,false,15
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-11-04,13.11,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,uk,false,16
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-07-12,14.37,e/6IajqZ922YY1rh2ErMJQ==,game 3,en,false,25
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-08-26,43.59,"1BBMagZRq/39AV1l2rm4Iw==",game 3,ru,false,23
V1hFT6jms7MK4yi6EFdt6A==,game 3,2022-10-22,15.3,V1hFT6jms7MK4yi6EFdt6A==,game 3,uk,true,18
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-12-06,13.5,BDvlXttM/hbupcLic+5ZWg==,game 3,uk,false,29
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-08-25,15.21,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,uk,false,24
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-12-25,15.69,Lug+Yg90jslWgHEN6dc+Ng==,game 3,uk,false,21
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-10-20,35.31,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,ru,false,16
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-08-24,16.86,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,uk,false,16
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-07-15,16.38,dQAFHVkiiCKfawYALbHZeA==,game 3,uk,false,26
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-11-10,14.52,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-06-27,15.6,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,false,20
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-22,18.9,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,false,25
q+yzIb2a/avnS9k89SDQVw==,game 3,2022-10-13,19.65,q+yzIb2a/avnS9k89SDQVw==,game 3,uk,true,19
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-11-21,19.83,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-15,13.56,qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,false,37
QoHEss2e+b385deeX2p39Q==,game 3,2022-06-06,22.68,QoHEss2e+b385deeX2p39Q==,game 3,ru,false,22
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-07-30,15.57,"7ew71UmoMb73L41PM/YL/w==",game 3,uk,false,17
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-04-10,23.13,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,false,20
KFO5m0KyIyGE1D5YZHC8Wg==,game 1,2022-10-10,12.84,KFO5m0KyIyGE1D5YZHC8Wg==,game 1,uk,true,21
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-07-18,15.27,"7zai/c69uF/NhB95HgKuYw==",game 3,uk,false,16
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-30,30.84,zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,false,15
S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,2022-12-06,18.12,S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,uk,false,23
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-10-13,23.52,RiIlY436bXNX8MIW9vUaAQ==,game 3,uk,true,18
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-29,17.67,e/6IajqZ922YY1rh2ErMJQ==,game 3,en,false,25
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-03-26,13.71,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,uk,false,24
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-18,27.06,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,false,23
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-09-29,15.09,DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,false,15
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-08-22,21.66,RQBsCvxlogTNUidSygqgcQ==,game 3,uk,false,28
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-11-15,28.23,BDvlXttM/hbupcLic+5ZWg==,game 3,uk,false,29
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-04-21,20.13,Lug+Yg90jslWgHEN6dc+Ng==,game 3,uk,false,21
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-04-09,28.17,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,false,23
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-06-17,20.49,iFFApiXZ2wPdS666BLpKZw==,game 3,uk,false,18
LO9NuZYI6zP2HXEBAS4wpw==,game 3,2022-12-21,12.87,LO9NuZYI6zP2HXEBAS4wpw==,game 3,uk,false,23
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-10-03,22.65,UFVjte0RzYKTngAiVvjqPQ==,game 3,uk,false,17
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-05-20,29.88,zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,false,15
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-03-31,18.63,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,false,17
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-12-27,13.77,WMcncRFNp4e91e/Y3CwEvQ==,game 3,uk,false,23
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-10-29,14.19,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,uk,false,16
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-09-29,35.67,ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,false,20
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-21,16.92,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,true,18
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-06-30,18.15,"7ew71UmoMb73L41PM/YL/w==",game 3,uk,false,17
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-09-04,22.86,PzG6g7FMYUPp0RMvXhfesQ==,game 3,uk,false,34
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-08-03,18.78,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,false,16
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-22,24.51,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,false,19
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-11-04,15.45,GetHmCsisRTAnwhuBEMa9Q==,game 3,ru,false,16
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-07-20,15.03,o55dseByUOl9s5IQCz1kuQ==,game 3,uk,false,22
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-03-29,22.86,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,false,25
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-09,30.9,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,true,18
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-11-06,23.04,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-08-14,18.48,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,uk,false,16
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-08-27,14.88,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,false,25
SwiAKdzn0b+A4XegM5x0Hw==,game 3,2022-12-22,19.65,SwiAKdzn0b+A4XegM5x0Hw==,game 3,uk,false,16
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-09,18.42,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-13,21.96,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,false,23
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-11-05,19.65,d7kiN4CYGndV2/L4yQeZ4g==,game 3,ru,false,19
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-05-24,40.8,GOl6BQXsy0zvbvIWIoKEQw==,game 3,ru,false,18
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-05-08,18.81,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,false,17
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,2022-09-24,14.64,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,uk,false,22
yH7KH2AG/PGgQiNV7uTTGg==,game 3,2022-10-30,17.61,yH7KH2AG/PGgQiNV7uTTGg==,game 3,ru,false,19
yZ1P1v1eYIbyD5wRy0chGw==,game 3,2022-11-05,15.51,yZ1P1v1eYIbyD5wRy0chGw==,game 3,uk,false,33
WHwqHTWZHdOrSBFh/vackQ==,game 3,2022-10-18,18.87,WHwqHTWZHdOrSBFh/vackQ==,game 3,uk,false,18
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-03,13.68,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
mRT725ZK68AhE3Sk9xH5cw==,game 3,2022-10-08,24.18,mRT725ZK68AhE3Sk9xH5cw==,game 3,ru,false,29
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-09-10,25.08,zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,false,15
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-06-02,34.8,H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,false,30
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-12-14,12.21,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,uk,false,25
OU1FxSli7e6szUGr2+7M9A==,game 3,2022-12-11,18.0,OU1FxSli7e6szUGr2+7M9A==,game 3,uk,false,25
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-08-10,22.08,B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,false,23
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-12-06,21.12,"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,false,20
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-11-04,13.32,BOcGlFXXESDUbttxDzQIQw==,game 3,uk,false,32
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-08-13,28.17,e/6IajqZ922YY1rh2ErMJQ==,game 3,en,false,25
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-10-24,13.23,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,false,24
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-12-08,28.71,HWpnvfSvYzUsQCcCKhetIg==,game 3,uk,false,19
G9053rs6jbKItKUhrUdLew==,game 3,2022-09-16,24.33,G9053rs6jbKItKUhrUdLew==,game 3,uk,false,27
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-09-25,33.36,"1tIsLi6U0zW1RIuaViNanA==",game 3,uk,false,20
QoHEss2e+b385deeX2p39Q==,game 3,2022-07-07,24.84,QoHEss2e+b385deeX2p39Q==,game 3,ru,false,22
V1hFT6jms7MK4yi6EFdt6A==,game 3,2022-11-14,13.29,V1hFT6jms7MK4yi6EFdt6A==,game 3,uk,true,18
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-11-08,14.88,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,ru,false,17
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-04-09,18.21,Veep00i4vvZbTAVD6GMoiA==,game 3,uk,false,38
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-05-06,25.83,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,false,16
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-08-19,16.74,pLOCMIX+imLIzoDehgdOPA==,game 3,uk,false,22
to3TWHIKMGoINAlfTdWn+w==,game 3,2022-06-27,17.34,to3TWHIKMGoINAlfTdWn+w==,game 3,uk,false,28
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-08-12,22.23,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-12-11,50.88,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,false,25
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-20,24.78,hi1ErLiMLDP0HWvMqLKv6g==,game 3,ru,false,18
UYHkNfMIVuVaH82KijZH3Q==,game 3,2022-12-18,13.89,UYHkNfMIVuVaH82KijZH3Q==,game 3,uk,false,19
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-04-13,33.99,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,false,23
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-05-05,15.09,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,ru,false,35
mEtO8F+CRPGmaJ8SHa7BbA==,game 3,2022-08-19,12.06,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,uk,false,32
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-07,15.66,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,true,18
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-07,17.49,F03P4YcFbbtcWUlujjIQmQ==,game 3,ru,true,20
hkNuy6dTFIFcsQQfT5YkwQ==,game 3,2022-04-04,20.25,hkNuy6dTFIFcsQQfT5YkwQ==,game 3,uk,false,21
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-08-06,21.87,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,uk,false,14
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-07-16,23.37,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,true,24
K/6KHxREKTlFZXRfBNVNuQ==,game 3,2022-05-20,13.26,K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,false,19
urYfKANRgMuaQO9lQnBgnQ==,game 3,2022-06-15,13.26,urYfKANRgMuaQO9lQnBgnQ==,game 3,uk,false,31
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-12-22,20.1,lP6BWSFF4OZeWp0jrAHY9g==,game 3,uk,false,29
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-10-31,14.85,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,false,17
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-12-15,13.35,qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,false,37
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-10-15,15.63,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-11-04,26.16,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-10-09,28.44,cjAwQwy//1xm2O5pNRveqw==,game 3,ru,false,22
lx3SsUV7NOrv93tCexVp5A==,game 3,2022-07-24,36.21,lx3SsUV7NOrv93tCexVp5A==,game 3,uk,false,16
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-08-08,17.31,GOl6BQXsy0zvbvIWIoKEQw==,game 3,ru,false,18
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-10-14,19.29,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,false,17
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-26,31.38,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,false,25
MRcEXu/KG95hsIyJM/816A==,game 3,2022-10-02,18.78,MRcEXu/KG95hsIyJM/816A==,game 3,uk,false,32
ORSvkhCut21rsk0cVtJfJA==,game 3,2022-09-20,44.16,ORSvkhCut21rsk0cVtJfJA==,game 3,uk,false,21
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-09-08,15.57,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,false,24
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-08-14,16.56,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,true,20
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-12-14,25.65,fvYhEtD56gROaXqCi9/z/Q==,game 3,uk,false,19
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-06-10,17.04,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,false,31
mEtO8F+CRPGmaJ8SHa7BbA==,game 3,2022-09-07,27.12,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,uk,false,32
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-10-18,30.12,r9AjQVS2nstu5lpVmDlihA==,game 3,ru,false,22
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-10-26,45.15,EPRgsEIjWdzmRbzsHZ48zg==,game 3,uk,false,25
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-04-30,14.67,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,true,21
"3v8rT35Ra6ui/zatnMoTIw==",game 3,2022-12-21,14.19,"3v8rT35Ra6ui/zatnMoTIw==",game 3,uk,false,28
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-07-27,31.74,"7SeM1pmnTTTXfhI+x3ldng==",game 3,ru,false,22
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-10-27,29.85,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,false,25
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-08-23,27.6,wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,false,17
njexPkl3G77JLZwwcq2UVA==,game 3,2022-11-30,13.26,njexPkl3G77JLZwwcq2UVA==,game 3,uk,false,28
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-03-14,12.72,Veep00i4vvZbTAVD6GMoiA==,game 3,uk,false,38
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-09-29,15.66,AN9at3LlvDamqXq8dvHD4w==,game 3,ru,false,24
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-06-03,31.08,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,false,19
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-10-15,16.23,BLnx9pj0y+SVkckLR/01qw==,game 3,uk,false,25
xU11jJIA4UIYu7pmqJ4kvg==,game 3,2022-11-26,28.71,xU11jJIA4UIYu7pmqJ4kvg==,game 3,uk,false,25
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-12-18,18.99,r9AjQVS2nstu5lpVmDlihA==,game 3,ru,false,22
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-06-28,23.97,J6WNl39fdxaY8ZtvV8wNkw==,game 3,uk,true,18
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-24,17.34,F03P4YcFbbtcWUlujjIQmQ==,game 3,ru,true,20
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-05-10,16.47,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,ru,false,35
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-10-09,16.41,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,false,16
mRT725ZK68AhE3Sk9xH5cw==,game 3,2022-12-25,23.73,mRT725ZK68AhE3Sk9xH5cw==,game 3,ru,false,29
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-09-22,22.71,"7SeM1pmnTTTXfhI+x3ldng==",game 3,ru,false,22
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-10-25,38.04,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,uk,false,16
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-09-18,13.65,H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,false,30
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-01,18.15,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,false,16
+uszcWROLhovU7doCmFOiQ==,game 2,2022-10-18,18.96,+uszcWROLhovU7doCmFOiQ==,game 2,uk,false,18
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-09-02,32.91,GEAVJz1gd3SThbDZR01fcA==,game 3,uk,false,14
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-11-01,14.19,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,false,19
R6aBG9TzvghZNNmGufy5NQ==,game 3,2022-08-19,12.36,R6aBG9TzvghZNNmGufy5NQ==,game 3,ru,false,33
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-08-09,21.96,BOcGlFXXESDUbttxDzQIQw==,game 3,uk,false,32
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-05-23,21.75,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,false,20
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-12-09,19.08,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-09-13,13.08,H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,false,30
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-12,38.31,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-08-01,24.09,jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,false,20
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-10-17,19.62,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,uk,false,18
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-10-30,33.12,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-09-05,12.63,B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,false,23
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-04-15,17.58,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,uk,false,23
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-11-17,29.58,GetHmCsisRTAnwhuBEMa9Q==,game 3,ru,false,16
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-12-05,17.1,hi1ErLiMLDP0HWvMqLKv6g==,game 3,ru,false,18
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-03-17,28.08,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,false,20
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-10-27,13.26,jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,false,20
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-11-21,12.93,eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,false,18
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-10-02,19.68,WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,false,24
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-05-07,17.94,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
"72brUr/DKItStlTen5pHYg==",game 3,2022-05-22,19.92,"72brUr/DKItStlTen5pHYg==",game 3,uk,false,24
G9053rs6jbKItKUhrUdLew==,game 3,2022-08-25,24.39,G9053rs6jbKItKUhrUdLew==,game 3,uk,false,27
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-06-06,17.64,dpfu6t8G4blqMn55KM8bSg==,game 3,uk,false,16
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-06-30,16.83,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,false,20
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-09-29,14.85,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,false,30
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-09-13,22.77,"7GCGwypiXsxGxetp6/KmnA==",game 3,uk,false,31
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-06-30,23.58,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,true,14
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-22,20.7,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-04-15,14.28,BJlqmsfEshc/QjsD7VgEjg==,game 3,ru,false,18
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-11-25,20.4,xVwGwMaEG1yZydv5VIfEQA==,game 3,uk,false,22
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-11-08,18.42,FbbhrtuL39vfmatF2ObVfA==,game 3,uk,false,16
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-12-29,38.37,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,false,25
