"user_id","game_name","payment_date","revenue_amount_usd","user_id","game_name","language","has_older_device_model","age"
URpBYMANMt6h5bDmQtNfwg==,game 3,2022-12-23,21.12,URpBYMANMt6h5bDmQtNfwg==,game 3,uk,false,17
VsqfOK9/JhBXzScG5Ybudg==,game 3,2022-11-04,15.66,VsqfOK9/JhBXzScG5Ybudg==,game 3,uk,false,35
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-15,21.36,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-08-13,30.9,"7vnYIRqjBNlAyBbtPg02tQ==",game 3,uk,false,21
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-04-23,15.69,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,false,22
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-09-29,23.19,RiIlY436bXNX8MIW9vUaAQ==,game 3,uk,true,18
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-27,17.58,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-09-08,15.96,bBOj8UKjraXzMIPrGBdCrQ==,game 3,uk,false,28
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-11-17,15.09,hi1ErLiMLDP0HWvMqLKv6g==,game 3,ru,false,18
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-04,29.25,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,false,25
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-10-13,16.05,YC2fZQTQXV2UR1/WHDrVqw==,game 3,uk,false,14
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-09,29.88,wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,false,17
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-11-21,17.07,"7GCGwypiXsxGxetp6/KmnA==",game 3,uk,false,31
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-09-09,13.8,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,false,22
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-07-13,22.71,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,false,31
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-08-25,22.29,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,uk,false,25
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-06-11,18.93,er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,false,21
LWAxWBdiFs/25YxI4ZGthA==,game 3,2022-05-03,14.88,LWAxWBdiFs/25YxI4ZGthA==,game 3,ru,true,17
fq8oNQ55zdVqL3GK0IjuYg==,game 3,2022-10-24,16.83,fq8oNQ55zdVqL3GK0IjuYg==,game 3,uk,false,25
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-03-22,20.22,pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,false,24
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-17,16.62,v9uJC6CIm0KR00+LpWQUBg==,game 3,uk,false,18
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-08-27,12.15,bBOj8UKjraXzMIPrGBdCrQ==,game 3,uk,false,28
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-08-05,20.97,dpfu6t8G4blqMn55KM8bSg==,game 3,uk,false,16
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-05-14,30.51,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,false,23
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-11-01,22.14,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,ru,false,18
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-18,25.56,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,false,24
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-07-21,14.25,C6w5XTf8lIfc+VFmC7/bVw==,game 3,uk,false,40
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-08-22,31.17,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,uk,false,20
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-18,30.39,"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,false,32
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-06-08,28.35,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,false,19
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-11-03,12.12,ildaqkizLaFesmkjCvlzmQ==,game 3,uk,false,24
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-09-01,18.72,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,false,16
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-29,16.29,G9053rs6jbKItKUhrUdLew==,game 3,uk,false,27
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-05-08,47.22,er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,false,21
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-27,26.19,G073LR6lQoatStpZMzNVOQ==,game 3,uk,false,25
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-12-01,27.06,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,uk,false,16
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-08-27,24.18,xSi5UajdkNHXppWOTm6g8w==,game 3,uk,false,20
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-02,30.87,crKNTIblJ0113SKEtSJQHw==,game 3,uk,false,16
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-04-04,31.89,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,false,24
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-03-21,24.27,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,false,15
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-08-24,17.94,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,uk,false,28
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-07-21,17.07,ildaqkizLaFesmkjCvlzmQ==,game 3,uk,false,24
NntDesROB4ANrudTCXEScA==,game 3,2022-11-12,14.28,NntDesROB4ANrudTCXEScA==,game 3,ru,false,37
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-06-02,13.47,eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,false,18
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-11-13,13.08,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,uk,false,20
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,2022-06-05,14.07,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,false,20
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-22,16.56,"8ncYOMYXeKDelzX40EnuLA==",game 3,uk,false,19
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-10-13,17.82,ytNOQh7e6qNGQNC0T3RBxw==,game 3,ru,true,26
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-08-03,14.64,dQAFHVkiiCKfawYALbHZeA==,game 3,uk,false,26
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-10-19,13.68,v9uJC6CIm0KR00+LpWQUBg==,game 3,uk,false,18
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-04-23,16.77,xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,false,20
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-08-04,21.96,ABuPH1LovAomZwU+2iw0Lw==,game 3,uk,false,18
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-18,16.8,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-06-24,14.76,pLOCMIX+imLIzoDehgdOPA==,game 3,uk,false,22
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-08-29,17.25,r9AjQVS2nstu5lpVmDlihA==,game 3,ru,false,22
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-12-19,14.67,r9AjQVS2nstu5lpVmDlihA==,game 3,ru,false,22
crKNTIblJ0113SKEtSJQHw==,game 3,2022-12-12,12.42,crKNTIblJ0113SKEtSJQHw==,game 3,uk,false,16
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-04-23,15.21,aQDvOXzsDAJWi3Y47ptRPg==,game 3,ru,false,20
+osJakLn8jv4bzFmPieelw==,game 3,2022-12-01,15.0,+osJakLn8jv4bzFmPieelw==,game 3,uk,false,30
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-05-23,15.15,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-08-28,38.91,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,false,17
+uszcWROLhovU7doCmFOiQ==,game 2,2022-10-14,17.61,+uszcWROLhovU7doCmFOiQ==,game 2,uk,false,18
fFqrZjaytcDUnW57W7PRJA==,game 3,2022-12-07,19.17,fFqrZjaytcDUnW57W7PRJA==,game 3,uk,false,22
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-06-29,13.5,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,false,24
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,2022-12-28,14.85,cp2QvW7HEEyNYKZRQ+RvyA==,game 3,uk,false,14
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-08-06,13.92,nklUUkirU5GYU5ZtNOgx8w==,game 3,ru,true,20
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-07-11,15.42,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,false,22
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-11,24.99,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-11-15,28.08,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,uk,false,14
PydH3c1l9bUvwz7hsiaBOg==,game 3,2022-08-24,32.55,PydH3c1l9bUvwz7hsiaBOg==,game 3,uk,false,17
tBFTAZra3r5TkHhDubnYyg==,game 3,2022-11-29,17.25,tBFTAZra3r5TkHhDubnYyg==,game 3,uk,false,19
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-10-03,51.51,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,false,19
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-04,18.93,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
NntDesROB4ANrudTCXEScA==,game 3,2022-11-28,13.35,NntDesROB4ANrudTCXEScA==,game 3,ru,false,37
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-09-10,16.08,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,false,20
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-09-04,14.01,"7BqUeLmbiug63XrWs2+ZQQ==",game 3,ru,false,15
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-14,29.61,WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,false,24
ux4Q9iTbOyaU1c/0SKvF7w==,game 3,2022-11-08,35.13,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,uk,false,26
ShEJVi+TtuQlvdw2uetd/Q==,game 3,2022-04-29,21.6,ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,false,22
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-04-26,18.66,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,true,24
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-28,12.69,hi1ErLiMLDP0HWvMqLKv6g==,game 3,ru,false,18
"2be8IOVjt9pzDDEVqZwIKQ==",game 3,2022-12-14,30.93,"2be8IOVjt9pzDDEVqZwIKQ==",game 3,ru,false,25
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-16,16.02,G9053rs6jbKItKUhrUdLew==,game 3,uk,false,27
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-29,24.93,G073LR6lQoatStpZMzNVOQ==,game 3,uk,false,25
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-12-04,20.88,xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,true,21
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-11-19,19.05,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,false,30
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-06-22,14.13,"3KHhqZr7/1n2+bTP13WuXA==",game 3,uk,false,16
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-11-23,15.84,lP6BWSFF4OZeWp0jrAHY9g==,game 3,uk,false,29
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-09-21,26.64,Wi8qtp9drPDZD0laCPi2Ng==,game 3,uk,false,26
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-25,16.02,qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,false,37
crKNTIblJ0113SKEtSJQHw==,game 3,2022-09-26,17.7,crKNTIblJ0113SKEtSJQHw==,game 3,uk,false,16
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-25,28.89,"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,false,32
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-21,18.72,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
+osJakLn8jv4bzFmPieelw==,game 3,2022-09-27,16.68,+osJakLn8jv4bzFmPieelw==,game 3,uk,false,30
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-16,25.44,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,true,18
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-24,15.3,wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,false,17
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-09-20,57.45,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,false,16
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-08,21.81,"8ncYOMYXeKDelzX40EnuLA==",game 3,uk,false,19
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-10-29,22.8,cjAwQwy//1xm2O5pNRveqw==,game 3,ru,false,22
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-07-30,23.79,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,false,15
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-05-19,20.94,qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,false,19
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-07-29,12.03,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-12-07,20.64,B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-04-21,15.0,DorDcyqBWMg5IEaflqn5Xw==,game 3,ru,false,23
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-12-03,31.56,HWpnvfSvYzUsQCcCKhetIg==,game 3,uk,false,19
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-11-24,33.24,GetHmCsisRTAnwhuBEMa9Q==,game 3,ru,false,16
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-07-29,32.55,eoqO46DzxSrKA2rredUNyQ==,game 3,uk,false,24
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-15,12.72,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-12-07,26.82,jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,false,20
XqdSNtx2TLDI6FMex45KTw==,game 3,2022-10-25,17.13,XqdSNtx2TLDI6FMex45KTw==,game 3,uk,false,33
An7gG7hfETivAjfokQv3Ww==,game 3,2022-11-15,24.81,An7gG7hfETivAjfokQv3Ww==,game 3,uk,false,23
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-04-19,18.36,DqezK7HAqZ+GovyRuzxD1A==,game 3,uk,false,23
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-10-30,19.44,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,false,16
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-07-20,14.16,+XPKfmhBmI2NdGQ96Iaysg==,game 3,uk,false,38
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-07-07,14.22,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,false,22
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-09-28,18.51,T+RA0/fgzbUBLF89D4AEDA==,game 3,ru,false,23
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-02,16.29,F03P4YcFbbtcWUlujjIQmQ==,game 3,ru,true,20
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-01,21.96,An7gG7hfETivAjfokQv3Ww==,game 3,uk,false,23
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-07-29,32.73,DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,false,15
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,2022-05-10,13.89,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,ru,false,30
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-09-15,30.63,"3KHhqZr7/1n2+bTP13WuXA==",game 3,uk,false,16
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-09-05,22.05,va4krMfpHwzELV/AUI7WHQ==,game 3,uk,false,20
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-11-12,12.87,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-29,23.52,"8ncYOMYXeKDelzX40EnuLA==",game 3,uk,false,19
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-12-13,18.21,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,uk,true,25
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-09-07,19.56,ABuPH1LovAomZwU+2iw0Lw==,game 3,uk,false,18
oQQmPjqm7DR+exPmp6xDhg==,game 3,2022-07-25,12.42,oQQmPjqm7DR+exPmp6xDhg==,game 3,uk,false,30
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-10-30,28.53,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,uk,false,16
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-11-10,30.81,HWpnvfSvYzUsQCcCKhetIg==,game 3,uk,false,19
OU1FxSli7e6szUGr2+7M9A==,game 3,2022-12-27,15.87,OU1FxSli7e6szUGr2+7M9A==,game 3,uk,false,25
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-12-31,18.18,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,false,19
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-06-24,20.76,RwtKwrRSrVpyAMRaDyhr8g==,game 3,uk,false,44
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-09-04,23.34,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,false,20
q+yzIb2a/avnS9k89SDQVw==,game 3,2022-11-04,26.52,q+yzIb2a/avnS9k89SDQVw==,game 3,uk,true,19
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-12-01,16.02,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,false,24
zPcHw1fZkSGh7nJeVe2QYw==,game 3,2022-12-25,23.37,zPcHw1fZkSGh7nJeVe2QYw==,game 3,ru,true,14
m7Hk77dySHBbxrKgro1Hjg==,game 3,2022-11-10,13.89,m7Hk77dySHBbxrKgro1Hjg==,game 3,uk,false,30
L8+KU8u6xftnkFVO501X7w==,game 3,2022-08-25,14.55,L8+KU8u6xftnkFVO501X7w==,game 3,uk,false,30
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-05-13,15.24,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,false,17
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-05-17,27.66,B8zuTsAC2iJ98u2nlv/fUw==,game 3,uk,true,21
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-13,21.81,eoqO46DzxSrKA2rredUNyQ==,game 3,uk,false,24
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-03-31,12.3,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,false,25
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-02,22.95,zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,false,15
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-11-01,15.12,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,false,20
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-04,18.6,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-03,40.59,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,false,16
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-05-04,14.01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,false,22
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-09-18,24.33,c5qsNfxhW80Ws3aBXDa1nA==,game 3,uk,false,18
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-14,26.61,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,false,19
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-17,21.48,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,false,19
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-06-10,17.91,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,false,20
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-08-02,17.79,AN9at3LlvDamqXq8dvHD4w==,game 3,ru,false,24
kGxMA4SONgR8wL4JeeX8PQ==,game 3,2022-12-23,14.94,kGxMA4SONgR8wL4JeeX8PQ==,game 3,uk,false,23
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-04-14,31.05,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-01,16.74,jQW6YmVUlZdePPY7F9NgMg==,game 3,uk,false,30
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-09-08,16.38,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,false,19
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-09-04,25.77,gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,false,21
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-25,22.23,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,false,17
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-07-10,16.02,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,true,18
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-12-17,17.13,WMcncRFNp4e91e/Y3CwEvQ==,game 3,uk,false,23
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-11-30,17.31,sCKPcG1GIuOo593nRuu1Cw==,game 3,uk,false,25
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-10-26,23.79,lJW2nxFOiXDfsmSrwGsFQw==,game 3,uk,false,20
bZDMuXKM3RFajmZa/yIpsw==,game 3,2022-10-17,23.55,bZDMuXKM3RFajmZa/yIpsw==,game 3,uk,false,23
b85g/xLxpBpMH/joxym4fA==,game 3,2022-11-03,14.82,b85g/xLxpBpMH/joxym4fA==,game 3,uk,false,28
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-07-08,21.03,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-10-14,17.82,pLOCMIX+imLIzoDehgdOPA==,game 3,uk,false,22
JBV4ilPNTtWevrqq146kyg==,game 3,2022-06-21,16.38,JBV4ilPNTtWevrqq146kyg==,game 3,uk,false,43
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-25,24.42,eoqO46DzxSrKA2rredUNyQ==,game 3,uk,false,24
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-06-08,23.16,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,false,17
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-08-03,13.29,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,true,24
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-04-02,27.57,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,false,17
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-06-28,16.23,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,false,31
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-10,16.56,HQB3hZuYcu0z8jVIl5bbug==,game 3,uk,false,17
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-07-06,16.89,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,false,24
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-21,17.97,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,false,17
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-11-03,23.79,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,false,16
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-06-09,22.35,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,false,15
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-19,32.16,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,uk,false,21
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-07-08,28.14,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,true,20
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-06-02,15.75,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,false,22
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-06-05,25.53,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,false,16
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-30,26.1,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,uk,false,24
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-10-06,17.34,va4krMfpHwzELV/AUI7WHQ==,game 3,uk,false,20
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-24,17.73,DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,false,15
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-04-19,12.72,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,false,25
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-10-14,15.18,B8zuTsAC2iJ98u2nlv/fUw==,game 3,uk,true,21
"5fGaUgWk82R8c6U6A5d9pg==",game 3,2022-12-03,17.28,"5fGaUgWk82R8c6U6A5d9pg==",game 3,uk,false,31
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-06-11,22.83,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,true,20
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-11-11,14.73,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,false,20
"4pssft0TgDfiQexjbe25lw==",game 3,2022-06-02,14.76,"4pssft0TgDfiQexjbe25lw==",game 3,ru,false,26
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-18,17.82,"1KzlDBp5hORL7Y5PBaB+0g==",game 3,uk,false,22
